FILER,NAME
PX8,R T ENTERPRISES INC
PY0,MCCULLOCH CORP
PY1,SUPERMAC
PY2,ESSO STANDARD OIL CO
PY3,EASTON SPORTS INC
PY4,IDEAL PRECISION METER CO
PY5,BALKAN AIRLINES
PY6,APPLIED MATERIALS INC
PY7,W&W ELECTRICAL AIR CONDITION & REF
PY8,BLOOMBERG LP
PY9,AMERICAN RUSSING TRADING
PZ1,SPORTIF USA INC
PZ2,ADAMS VEGETABLE OILS INC
PZ3,MITSA INTERNATIONAL INC
PZ5,S K PRODUCE
Q01,U S FLORAL
Q02,CAMPI - CENTRAL AMER MEAT PACK
Q03,NORTH AMERICAN PHILIPS CORP
Q04,SIGMA CHEMICAL COMPANY
Q05,BERG STEEL PIPE CORP
Q06,SEAGATE TECHNOLOGY
Q07,TAB MERCHANDISE CORPORATION
Q08,INTERGRAPH CORP
Q09,POLARIS INDUSTRIES
Q10,TANJORE CORPORATION LTD
Q11,FLORACORP
Q12,WARNACO INC
Q14,WMN TOOLS GROUP INC
Q15,UETA INC
Q16,GRUEN MARKETING CORP
Q17,MAURICE PINCOFFS COMPANY
Q18,VARIAN INTERNATIONAL CORP
Q19,WEITNAUER/SUNBELT INTERNATIONAL
Q20,EDEN FLORAL FARM INC
Q21,THE SENTINEL GROUP
Q22,SANDILANDS FOREST PRODUCTS LTD
Q23,UNIVERSAL IMPORT EXPORT
Q24,STIHL INC
Q25,UNIVERSAL FARMS INC
Q26,SILK GREENHOUSE INC
Q27,GFX INC
Q28,IBM CORPORATION
Q29,CONTINENTAL BONDED STORES INC
Q30,LAREDO DUTY FREE INC
Q31,TEXAS HARDWARE
Q32,CREEK FOOD PRODUCTS OF LAREDO TEXAS
Q33,CENTRAL PURCHASING LLC
Q34,ADVANCED SLEEP PRODUCTS
Q35,THE ALUMINUM GROUP INC
Q36,VALLEY BANANA KING INC
Q37,NORTHERN TELECOM INC
Q38,ANDREW & WILLIAMSON SALES CO
Q39,PLIANA INC
Q40,WASHINGTON STATE LIQUOR CONTROL BOA
Q41,TRICO TECHNOLOGIES CORPORATION
Q42,INTERNATIONAL FLOWER EXCHANGE INC
Q43,PIKE INDUSTRIES INC
Q44,SUBARU-ISUZU AUTOMOTIVE
Q45,SOUTHERN WINE & SPIRITS JAX/ORL
Q46,POLAROME MANUFACTURING CO
Q48,TROPICAL ORCHIDS
Q52,BOMBARDIER INC
Q53,FI-TECH INC
Q54,PANDA AMERICA CORP
Q56,EMERALD FARMS INC
Q57,PACKARD ELECTRIC DIV - GMC
Q58,H BELKOV & CO
Q59,BROUDY KANTOR
Q60,FRIENDSHIP IMPORTS INC
Q61,SCOTLAND HOUSE LTD OF WILLIAMSBURG
Q62,HAUNI RICHMOND INC
Q63,MOLINS RICHMOND INC
Q64,PHILIP MORRIS INC
Q65,LIEBHERR AMERICA INC
Q66,BABY TOGS INC
Q67,CHESTNUT HILL SALES INC
Q68,MAZDA MANUFACTURING USA CORPORATION
Q69,SONY CORP
Q70,CHAUVIN INTERNATIONAL LTD
Q71,AMERICAN CYANAMID COMPANY
Q72,DELCO PRODUCTS DIVISION
Q73,ALPS ELECTRIC
Q74,EMPRESS INTERNATIONAL LTD
Q75,SOUTHERN WINE & SPIRITS OF NO CA IN
Q76,SIEMENS BENDIX AUTOMOTIVE ELECTRONI
Q77,ASSOCIATED MERCHANDISING CORPORATIO
Q79,CHACE PRECISION METALS INC
Q80,ARCILLAS CLAY & MINERALS INC
Q81,MAGLA PRODUCTS INC
Q82,BEECH AIRCRAFT CORP
Q83,INTERMARES GROUP INC
Q84,RECOGNITION EQUIPMENT INCORPORATED
Q85,THE ORE & CHEMICAL CORPORATION
Q86,UNITED BULB CO INC
Q87,SCHENLEY DISTILLERS INC
Q88,SILICON POWER CORPORATION
Q89,BACCHUS INDUSTRIES
Q90,GREAT LAKES INTERNATIONAL TRADING
Q91,D & B TILE DISTRIBUTORS
Q92,INTERNATIONAL FISHERIES INC
Q93,GW INDUSTRIES
Q94,AUTHENTIC FITNESS PRODUCTS INC
Q95,MARTIN MARIETTA
Q96,BRITISH AIRWAYS CARGO
Q97,BROWN-FORMAN BEVERAGE COMPANY
Q98,CENTRAL AMERICAN PRODUCE INC
Q99,ORVAL KENT FOOD CO INC
QA1,INTER-MARITIME FORWARDING CO CAL
QA2,NATO FORWARDIN GCO INC
QA3,TEC SYSTEMS
QA4,AECTRA REFINING AND MARKETING INC
QA6,PHOENIX TUBE CO INC
QA7,FABRICUT INC
QA8,BRIGGS AND STRATTON CORPORATION
QA9,COBY ELECTRONICS CORPORATION
QB1,BLACK & DECKER (US) INC
QB2,CARIBBEN PETROLEUM CORPORATION
QB3,EDITORIAL CORDILLERA INC
QB4,BRISTOL CARIBBEAN INC
QB5,EPSON AMERICA INC
QB6,JACOBS FARM
QB7,SANDOZ PHARMACEUTICALS CORPORATION
QB9,PREMIER INTERNATIONAL INC
QC1,ICI COMPOSITES INC
QC2,REYNOLDS METALS COMPANY LLC
QC3,IBERIA TILES
QC4,BRISTOL LABORATORIES CORP
QC5,ROYAL PRODUCTS INC
QC6,KUBNY ENGINEERING INC
QC7,BORDER PROMOTIONAL PRODUCTS INC
QC8,BROWN & HALEY
QCS,QUALIFIED CARGO SOLUTIONS INC
QD1,COWBOY BROTHERS TRADING INC
QD2,KINCO INTERNATIONAL INC
QD3,POPE & TALBOT INC
QD4,GREAT AMERICAN IMAGES
QD6,RUBBER ROLLER INC
QD7,SUCRS DE ESMORIS CO INC
QD8,BORDER PROMOTIONAL PRODUCTS INC
QD9,VMX INC
QE1,FARALLON COMPUTING INC
QE2,WICKLAND OIL COMPANY
QE3,INTEGRATED MAGNETIC TECHNOLOGY
QE4,NORAMCO OF DELAWARE INC
QE5,CRAGAR INDUSTRIES INC
QE6,123 DISTRIBUTORS
QE7,THE SWEDISH FISH COMPANY
QE8,HUG ELECTRONICS
QE9,WORD OF LIFE BOOKS
QF1,STI ENTERPRISES
QF3,KYOCERA AMERICA INC
QF5,UNITED RUBBER ROLLER INC
QF6,ORO BLANCO INC
QF7,CHENG FAT ORIENTAL FOOD INC
QF9,KOREAN AIR
QG1,RFR DISTRIBUTORS INC
QG2,SUCERS DE ESMORIS CO INC
QG3,TREBOL MOTORS DISTRIBUTORS CORP
QG4,PERTEN INSTRUMENTS NORTH AMERICA IN
QG5,DAF PRODUCTIONS
QG6,ELECTRO PHYSICS CO INC
QG7,TEX-O-LON MANUFACTURING COMPANY
QG9,BERNHARD HORSTMAN & PARTNERS LTD
QH1,SCANDINAVIAN AIRLINES SYSTEM
QH2,EXCEL INDUSTRIES INC
QH3,ALPHA THERMISTOR & ASSEMBLY INC
QH4,UNIFI INC
QH5,NIKE INC
QH6,NIKE INTERNATIONAL LTD
QH7,CORONADO LEATHER
QH8,HOECHST CELANESE CHEMICLA GROUP IN
QH9,ROYAL INDUSTRIES INC
QI1,COMPUTREX INC
QI2,KLM ROYAL DUTCH AIRLINE
QI3,EXCEL INTERNATIONAL OF NY CORP
QI4,VISTA CHEMICAL COMPANY
QI5,ELECTRO-MECH COMPONENTS INC
QI7,CALIFORNIA FASHION INDUSTRIES INC
QI8,AQUATICS INC
QI9,WITTNAURE INT DIVISION OF WESTINGH
QJ1,TRANSFLOR
QJ3,CARIBE INTERNATIONAL RECYCLING INC
QJ4,GIA MASTER GOLDSMITH COLLECTION LTD
QJ5,INTERCONTINENTAL IMPORTS INC
QJ6,AAKASH CHEMICALS & DYE STUFFS INC
QJ7,VIDEO PALACE
QJ8,LEONARD SCHECHTMAN
QJ9,CELS INC
QK1,THYPIN STEEL CO INC
QK2,HUERTEHJEM INC
QK3,EAZYPOWER CORPORATION
QK4,JULIE B SAWICKI
QK5,MBW LONESTATE
QK6,DESOMA INTERNATIONAL INC
QK7,SEWCO INC
QK8,TROPICAL WATER IMPORTS INC
QK9,BMW OF NORTH AMERICA INC
QL1,PANASONIC ELECTRONICS DEVICES CORPORATIO
QL2,GULF MARINE INDUSTRIAL SUPPLIES
QL3,RESEARCH PRODUCTS INT'L CORP
QL4,BARIT INTERNATIONAL CORP
QL5,HUANG'S TRADING CO
QL6,ZBIGNIEW KRUCZALAK HOUSE OF BOOK
QL7,ALLIANCE AMERICA
QL8,CARRIER CORPORATION
QL9,STR INDUSTRIES
QM1,DONALD BRUCE COMPANY
QM2,MCA TV
QM3,AMERILINK
QM4,O'HARE TROPICAL IMPORTS INC
QM5,INTERBARTER SYSTEMS
QM6,NEW WORLD PRODUCTS COMPANY
QM7,J&A LEATHERS INC
QM8,ELECTRO-MECHANICAL ASSEMBLY COMP
QM9,ESPRIT CHEMICAL CO LP
QN1,TRIFINERY
QN2,DELPHI PETROLEUM INC
QN3,LEVI STRAUSS & CO
QN4,CARISAM INTERNATIONAL CORPORATION
QN5,IMPERIAL TILE COMPANY
QN6,RAINBOW MERCHANDISE INC
QN7,SIEMENS INDUSTRIAL AUTOMATION INC
QN8,HIMONT USA INC
QN9,REN CHENG INTERNATIONAL INC
QO1,GALAXY SPORTS
QO2,ROTZ RECORDS INC
QO3,LUMEX OPTO-COMP INC
QO4,GONDAL ENTERPRISES INC
QO5,MUELLER SPORTING GOODS INC
QO6,COOL WEAR LTD
QO7,NEIMAN BROTHERS CO INC
QO8,SUN EXPORTS & IMPORTS INC
QO9,ALLTECH ASSOCIATES INC
QP1,MIDWEST EUROPEAN PUBLICATIONS INC
QP2,BROTHERS OF HOLY CROSS
QP3,RON CHOWDHURY
QP4,LEE BENKENDORF
QP5,ESCALANTE INC
QP6,ADVANCE PETROLEUM INC
QP7,NORDEN CRAFTS LTD
QP8,ASIA DYNAMICS (GROUP) INC
QP9,P T DIAMOND CORP
QR1,JCA INTERNATIONAL INC
QR2,TOYOTA DE PUERTO RICO CORP
QR3,PONCE CANDY INDUSTRIES CORPORATION
QR4,MIDWEST INDUSTRIAL PACKAGING INC
QR5,GOLDEN BOOKSTORE
QR6,JOBICO CORPORATION
QR7,WILSON PET SUPPLY
QR8,LINK TECHNOLOGIES INC
QR9,ROSA ENTERPRISES
QS1,ALAMAR UNIFORMS
QS2,CONDUCEN SA
QS3,CONTINENTAL SPORTS INT'L
QS4,ROBERT MARES
QS5,REYNAULD'S EURO-IMPORTS INC
QS6,INDOUS MULTI-TRADING INC
QS8,TIRE GROUP INTERNATIONAL INC
QS9,TDL INTERNATIONAL INC
QT2,HITECH RADIO CONTROL USA
QT3,CENTRE CITY DENTAL LABS
QT4,ZOOLOGICAL SOCIETY OF SAN DIEGO
QT5,PRADYUMNA-H MEHZA
QT6,SERVICE PRODUCTS INC
QT8,CAGIVA NORTH AMERICA INC
QT9,KENDIS INDUSTRIES INC
QU1,YK INTERNATIONAL INC
QU2,LA DREYFUS COMPANY
QU3,KEMET ELECTRONICS CORPORATION
QU4,AMERICAN WINGKEE ENTERPRISES INC
QU5,AMERICAN NATURE INTERNATIONAL INC
QU6,COOL JEWELS LTD
QU7,DULHAN BOUTIQUE INC
QU8,UNISA AMERICA INC
QV1,DEAN'S PHOTO SERVICE INC
QV2,L & R TRADING COMPANY
QV3,SYNERGY BUSINESS MANAGEMENT CONSULT
QV4,SPECTRUM INKS COATINGS
QV6,MEMO INDUSTRIAL PLANNING
QV7,ERIE BRUSH COMPANY INC
QV8,MAHESH C SHARMA
QV9,SHIMON MENDLOWITZ MONSEY GLATT KOSH
QW1,UNITED AUTOMOTIVE INDUSTRIES INC
QW2,ZELLER WORLD TRADE CORPORATION
QW3,HILTI INC
QW4,CORAGGIO DESIGN INC
QW5,TRANSIT-C INC
QW6,COPPEL CORPORATION
QW7,SYSTEM CONNECTION
QW8,NAMCO HOMETAK INC
QW9,INTERTEX INC
QX1,ROADMASTER CORPORATION
QX2,GRIGGS COOPER & COMPANY
QX3,KINGSTONE TIRES CORP
QX4,MAGNIVISION INC
QX5,ENERGIZER POWER SYSTEMS
QX6,MAG CORPORATION
QX7,TRW INC
QX8,BLUE WILLOW TEA COMPANY
QX9,DESTRON-IDI INC
QY2,MYRON S ODEGAARD
QY3,GLOBALAGE CO
QY4,ARMANDO GARZA JR INC
QY5,DISTRIBUIDORA ORION INC
QY6,TRANSATLANTIC CONNECTION
QY7,UNITRON INDUSTRIES INC
QY8,JOMAR INTERNATIONAL
QY9,METAL KOTING CONTINUOUS COLOUR COAT
QZ1,LORILLARD TOBACCO COMPANY
QZ2,DOO SUNG GROUP LTD
QZ3,RICHMOND GRAPHICS INC
QZ4,VVGI CORP
QZ5,JAS DIAMONDS INC
QZ6,SALWAN TRADING INC
QZ7,COMBINED METALS OF CHICAGO
QZ8,UNIVERSAL POWER GROUP INC
QZ9,THE BELL GROUP
R01,MONTEZUMA MICRO
R02,RIVERS TRADING CORP
R04,NATIONAL WINE & LIQUOR
R06,EXPORTS INC
R07,PAC CAN EXPORTS INC
R08,KARMAN INC
R10,GLAZER WHOLESALE DRUG CO
R11,NISSHO IWAI AMERICAN CORP
R12,STARBOARD HOLDINGS LTD
R13,SHELBY GROUP INTERNATIONAL INC
R14,WILCO MACHINES
R15,WORLD FLOWERS INC
R16,LEE BRANDS INC
R17,CARROLL LEATHER GOODS INC
R18,TRW INC
R19,GELCO INTERNATIONAL SA
R20,DOLPHIN INTL
R21,WARNER-LAMBERT COMPANY
R22,AMERICAN SATURATED FELT
R23,I C I WORLDWIDE INC
R24,THE GOLDEN FLOWER
R25,AMERICAN EXHAUST IND
R26,DOWTY GROUP
R27,EASTIMPEX CORP
R28,HANSTAI INTL INC
R29,ESPRIT MIAMI INC
R30,TEKTRONIX INC
R31,YAMAHA MOTOR CORP USA
R32,FOUR FARMERS INC
R33,HIDALGO CUSTOM BONDED WHSE INC
R34,RAFAEL RIGUAL
R36,INTL ORCHID IMPORT
R37,PEP INDUSTRIES
R38,TOYOTA MOTOR SALES USA
R39,CRYSTAL CLEAR IMPORTING INC
R40,BOURNS INC TRIMPOT DIVISION
R41,FLORIMEX MIAMI INC
R42,RG BARRY CORPORATION
R43,SUNPETALS INC
R44,COASTAL REFINING & MARKETING INC
R45,D & M FLORAL DIST INC
R46,COMB CO
R47,TROPIC-TEX INT'L INC
R48,SOUTHERN WINE & SPIRITS OF SO CA
R49,OSTER SUNBEAM APPLIANCE CO
R50,VIRCO MFG CORP
R51,R G BARRY OF DEL RIO
R52,A O SMITH CORP
R54,FAB CAST INDUSTRIES
R55,T W KUTTER INC
R56,DOPODOMANI INC
R57,SOUTHERN CITRUS CO INC
R58,COLOMBIAN CARNATION INC
R60,E G O PRODUCTS INC
R61,NORTON COMPANY
R62,AGRIFLORA CORP
R63,BORDER MANUFACTURING INC
R64,YAZAKI NORTH AMERICA INC
R65,GENERAL INSTRUMENTS CO
R66,EQUIFLOR CORP
R67,MAYOR'S
R68,U S BRANDS
R69,BOISE CASCADE CORPORATION
R70,GREYHOUND ANA VENTURE CO
R71,THE CHAMBERLAIN GROUP INC
R72,DE ROTCHILD KNITWEAR INC
R73,DECICCO FLORAL CORPORATION
R74,CITROSUCO NORTH AMERICA INC
R75,AMERICAN SHIZUKI CORP
R76,SOUTHWESTERN REFINING CO INC
R77,INDUSTRIAS LA MESA
R78,TANIMURA AND ANTLE
R79,DOWN SPORT CORP
R80,MCCORDICK LEATHER
R81,ANAGO INC
R82,BORDER OPPORTUNITY SAVER SYSTEM INC
R83,PREMIER INC
R84,FSF INC DBA NOVA IMPORT CO
R85,INTL DUTY FREE STORES CO
R86,BAXTER HEALTHCARE CORPORATION
R88,SANYEI HAWAII CORPORATION
R89,IBICO INC
R90,HY-JO MFG IMPORTS CORP
R91,CONTINENTAL MATERIALS
R92,TWIN PLANT INTL INC
R93,EXCIBL INC
R94,H T ARDINGER & SON COMPANY
R95,QUALITY BEVERAGE CO INC
R96,SILVESTRI CORP
R97,NATIONAL SILVER INDUSTRIES INC
R98,R J REYNOLDS TOBACCO CO
R99,UNITED TECHNOLOGIES AUTOMOTIVEINC
RA2,KABANA
RA3,CALICO BRANDS INC
RA4,HYDROMAT INC
RA5,CERRO COPPER PRODUCTS CO
RA6,SOFTSTRIP PRODUCTS INC
RA7,JACQUES HUBERT QUENUM
RA8,TAFI INCORPORATED
RA9,KP AFRICAN IMPORTS
RAT,JT EATON CO INC
RB1,DUTY FREE AMERICAS
RB2,CKF FOODS INC
RB3,WEBER'S MBT CIRCUS
RB4,CINDY CHAVEZ
RB6,CMS NORTH AMERICA INC
RB7,RUSSIAN PRESS SERVICE INC
RB8,MY WAY CORPORATION
RB9,BANGKOK ORIENTAL GROCERY
RBI,AROMA MANUFACTURING CO
RC1,EL CHINITO INC
RC3,ANN E MERZ
RC4,WHEELS UP INTERNATIONAL INC
RC5,VALLEY VIEW PACKING CO INC
RC6,FOREMOST FOLIAGE INC
RC7,FLORAL MARKETING CORPORATION
RC8,SOUTHERN DISTRIBUTING ENTERPRISES
RC9,GAMMA SEAFOOD CORPORATION
RD1,STAR DISTRIBUTORS COMPANY
RD2,PACIFIC RIM IMPORT CORP
RD4,CHA INDUSTRIES INC
RD7,J&B DISTRIBUTION CO
RD8,ALFA INTERNATIONAL SEAFOOD INC
RD9,GENERAC CORPORATION
RE1,RAW DIRECT
RE2,CLIPPER BELT LACER COMPANY
RE4,AMERICAN TOBACCO COMPANY
RE5,ALUMINUM COMPANY OF AMERICA (ALCOA)
RE6,GEONOR INC
RE7,AMERICAN MAPLAN CORPORATION
RE8,UNIREX INCORPORATED
RE9,ASIAN FOOD IMPORTS
REI,RECREATIONAL EQUIPMENT INC
REV,REVLON CONSUMER PRODUCTS CORP
RF1,PLAY-BY-PLAY
RF2,STEWART AND STEVENSON SERVICES INC
RF3,KAMMEH INTERNATIONAL TRADE CO
RF4,KOMANE PURANANDA
RF5,SIMON SAYS FLOWERS
RF6,ARI IMPORTS INC
RF7,PACIFIC CORAL SEAFOOD CO INC
RF8,AMERICAN-PACIFIC CORPORATION
RF9,AVIA GROUP INTERNATIONAL CORP
RFA,RFA INC
RG1,BINGHAM & GEARY LTD
RG2,COMPUTER FRIENDS
RG3,CONWOOD PRODUCTS INC
RG4,NORCREST CHINA CO
RG5,NORTHWEST FASTENER SALES INC
RG6,PACIFIC SPIRIT CORP
RG7,SCOTTISH COUNTRY SHOP
RG8,DUTCH AMERICAN IMPORT CO INC
RG9,EXIM MARKETING INC
RH1,FINDLANDIA SAUNA PRODUCTS
RH2,LAMB INDUSTRIES INC
RH3,LOST HIGHWAY INC
RH4,STRELLMAN'S INC
RH5,SUNSET FLOWERS OF NEW ZEALAND
RH6,TEXSTYLES INTERNATIONAL INC
RH7,TRANSPACIFIC ENTERPRISES INC
RH8,US GLOBAL ENTERPRISING INC
RI3,LUIS ORLANDO AGILAR
RI4,FOREIGN PARTS DISTRIBUTORS INC
RI5,NAMCO AMERICA INC
RI6,YORKSHIRE DRIED FRUIT & NUTS INC
RI7,TWIN PLANT CORPORATION
RI8,HERBERT SPENCER SCHOOL
RI9,SAMSONITE CORPORATION
RJ1,BROWNING ARMS COMPANY
RJ2,BMW MANUFACTURING CORP
RJ3,STORZ INSTRUMENT COMPANY
RJ4,GLENCORE LTD
RJ5,MUSTANG MANUFACTURING CO INC
RJ6,HONSON MARKETING GROUP INC
RJ7,MORGEN MANUFACTURING CO
RJ8,JL DEBALL CANADA INC
RJ9,ARNIES FLOWERS INC
RK1,CHRYSLER GROUP LLC
RK2,CONTINUOUS COLOUR COAT
RK3,CATERPILLAR INC
RK6,DMT CORP
RK7,LYKES PASCO INC
RK8,DIGITAL EQUIPMENT CORPORATION
RL1,ALLEN-BRADLEY
RL2,ALLIED GLOVE
RL3,THE KINETIC CO INC
RL4,MEMC ELECTRONIC MATERIALS INC
RL5,STRYKER CORPORATION
RL6,CENTURY SPECIALTIES INC
RL7,GEERPRES
RL8,HOWARD MILLER CLOCK COMPANY
RL9,DEERE-HITACHI CONSTRUCTION MACHINER
RLA,BERT PEREZ
RM1,MOTORSPORT ENGINEERING INC
RM3,ALEXANDER BASOK
RM4,THAI GROCERY INC
RM5,CALIFORNIA INDUSTRIAL PRODUCTS INC
RM6,PACIFIC CORAL SEAFOOD CO INC
RM8,FIOCCHI OF AMERICA INC
RM9,THOMAS ERIE INC
RN1,LUBRIZOL CORPORATION
RN2,JOSE RAMON PALACIOS
RN3,INTERNATIONAL RESOURCES CORP
RN5,MCGEAN-ROHCO INC
RN6,BROWN & WILLIAMSON TOBACCO CORP
RN7,CAMPBELL TOBACCO REHANDLING CO IN
RN8,KENTROL INC
RN9,EQUICHEM INTERNATIONAL INC
RO1,PIONEER INDUSTRIAL COMPONENTS INC
RO2,KATUN CORP
RO3,EL FARO INC
RO4,GAVITO SEAFOOD
RO5,ALPINE ENGINEERED PRODUCTS INC
RO6,ARTURO V AGUIRRE
RO7,LM BECKER COMPANY INC
RO8,MINNESOTA VALLEY ENGINEERING INC
RO9,CALSTRIP STEEL CORPORATION
RP1,WASHINGTON SPECIALTY METALS CORP
RP2,ULBRICH STAINLESS STEELS
RP3,HAMILTON COLLECTION INC
RP5,SENIOR INDUSTRICTS INC
RP6,KOHLER CO
RP7,THE TORRINGTON COMPANY
RP9,AMERICAN TOOL COMPANIES INC
RQ1,EXTRUSION DIES INC
RQ2,CHICAGO ROLL COMPANY
RQ3,UNIMAC COMPANY INC
RQ4,ABBOTT LABORATORIES DEPT
RQ5,BRYAN INDUSTRIES
RQ6,HART SCHAFFNER & MARX
RQ7,HEADS AND THREADS CO
RQ8,KINGPORT INTERNATIONAL CORP
RQ9,TRICORD SYSTEMS INC
RR1,KALSEC INC
RR2,HERMAN MILLER
RR3,PACE FISH
RR4,HNW INTERNATIONAL INC
RR5,TECHNOSTAAL SCHOUTEN INC
RR6,ELI LILLY AND COMPANY
RR7,ASTRA OIL COMPANY INC
RR8,WESTPORT PETROLEUM INC
RR9,ULTI-MED INTERNATIONAL INC
RS1,ONAN CORP
RS2,BLOOMFIELD MANUFACTURING CO INC
RS3,WILLIAMSON-DICKIE MANUFACTURING COM
RS4,THE AUSTRALIAN CATALOGUE COMPANY
RS5,DIEBOLD INC
RS6,VITOL SA INC
RS7,ELGILOY LIMITED PARTNERSHIP
RS8,HODGMAN INC
RS9,MONSANTO COMPANY
RT1,J ARON & COMPANY
RT2,MEXICANA AIRLINES
RT3,HARTLEY AND PARKER LIMITED INC
RT4,S DATTA
RT5,LANIER WORLDWIDE
RT6,DEVOTIONAL ASSOCIATES OF YOGESHWAR
RT7,MICROSOFT CORPORATION
RT8,CUADILL SEED CO INC
RT9,DATA RAY CORP
RTW,RTW LOGISTICS INC
RU1,EVERFRESH BEVERAGES INC
RU2,ROSEMOUNT INC
RU3,STONE CITY KITCHEN AND BATH DESIGN
RU4,SHANNON IMPORTS
RU5,HERTA PUHLER
RU6,PONG CHIEN TRADING CO
RU8,CHARLESPAK FOOTWEAR INC
RUG,COLORWORKS CARPET INC
RV1,ADEX INTERNATIONAL INC
RV2,ELIZABETH ARDEN COMPANY
RV3,TESA TAPE INCORPORATED
RV4,LAINES ANNY BLATT
RV5,PHTHALCHEM/CYCHEM INC
RV6,NICHICON (AMERICA) CORP
RV7,TACONY CORP
RV8,LUCAS AUTOMOTIVE HEAVY DUTY BRAKING
RV9,EDER BROS INC DISTRIBUTOR OF WIN
RW1,BRESCOME BARTON INC
RW2,ROCA USA INC
RW3,ORBIT IRRIGATION PRODUCTS LLC
RW4,KTAN INC
RW5,CBL (USA) TRADING INC
RW6,LUCAS SUMTOMO BRAKES INC
RW7,BEKAERT CORPORATION
RW8,LAKE SHORE DISTRIBUTING COMPANY
RW9,NEBRASKA WINE & SPIRITS INC
RX1,SUAREZ CORP INDUSTRIES
RX2,ARTCO IMPORT & EXPORT
RX3,EVANS HARVEY CORP LLC
RX4,EZN INC
RX5,TREK BICYCLE CORPORATION
RX6,TALLEY ENTERPRISES
RX7,UNITOR SHIPS SERVICE INC
RX8,SHARNOA CORPORATION
RX9,MINTEQ INTERNATIONAL INC
RY1,NORTH STAR STEEL COMPANY
RY2,TARA MATERIALS INC
RY3,INSTITUTE OF ISLAMIC INFORMATION ED
RY4,ATLAS CRANKSHAFT CORP
RY5,LIGHTNING BUG LTD
RY6,ENIX AMERICA CORPORATION
RY7,NKG-LOCKE INC
RY8,US - CHINA SCIENCE GROUP INC
RY9,FUJI VEGETABLE OIL INC
RZ1,COMPLETE HAIR
RZ2,PANAMA INTERNATIONAL CORP
RZ3,MORAND BROTHERS BEVERAGE CO
RZ4,PHOENICIAN IMPORTS INC
RZ5,MICHELIN CORPORATION
RZ6,TUSONIX INC
RZ7,DOW CHEMICAL CO
RZ8,WINONA VAN NORMAN DIVN OF HEIN-WERN
RZ9,GRANUTEC INC
S94,R B SYSTEMS
SCM,SCM SOLUTIONS CORP
SCS,UPS SUPPLY CHAIN SOLUTION
SD1,BEAVER CAPITAL ENTERPRISES
SD2,IOWA EXPORT-IMPORT
SD3,COLHIDA TRADING HOUSE INC
SD4,BR CONCEPTS INTERNATIONAL INC
SD5,THE NUTRASWEET COMPANY
SD6,INGERSOLL GMBH INC
SD7,NORTH AMERICAN BEAR CO
SD9,LOMAC INC
SE1,STEEL INDUSTRIES INC
SE2,BRETFORD MANUFACTURING CO
SE3,INDUS INTERNATIONAL INC
SE4,WA WHITNEY CO
SE5,WICHITA BAND INSTRUMENT CO INC
SE8,SWAROVSKI JEWELRY USA LTD
SE9,WINTER GARDEN CITRUS PRODUCTS COOPE
SF1,COLONY LIQUOR
SF2,WINE MERCHANTS LIMITED
SF3,ROYALE INTERNATIONAL COURIERS INC
SF4,TRW SAFETY SYSTEMS
SF5,LEISURE MARKETING CO
SF6,AMEYA SPORTING GOODS
SF7,BELLWEATHER CORP
SF8,EAGLE ROCK TECHNOLOGIES
SF9,ROSI JEWELERS
SG1,DELAWARE IMPORTERS INC
SG2,NATIONAL MARKETING SYSTEMS INC
SG3,INDIA CRAFTS
SG4,ROBERT BERMAN
SG5,WORLDWIDE EXPRESS INC
SG6,ENERY DYNAMICS
SG7,GLEN RAVEN MILLS INC
SG8,HEILIG-MEYERS
SG9,HUSKY FORKLIFT PRODUCTS INC
SH1,IONICS INC
SH2,EDMUND NIELSEN WOODWINDS INC
SH3,PAMOL USA INC
SH4,TEXAS CITRUS EXCHANGE
SH5,ALFA LAVAL PUMPS INC
SH6,AMPHENOL FIBER OPTICS
SH7,QUALITY KITCHEN CORP
SH8,CHRISTINE VALMY INC
SH9,TELEVISION TECHNOLOGY CORP
SI1,MERIT ELECTRONICS INC
SI2,KONICA MANUFACTURING USA INC
SI3,XEROX CORP
SI4,FASHION INDUSTRIES
SI6,THE GATES RUBBER COMPANY
SI7,ARTCO INC
SI8,UNIVERSITY OF CALIFORNIA
SI9,PHARMACIA INC
SJ1,PRODUCTION MINERALS INC
SJ2,O'GARA-HESS AND EISENHARDT ARMORING
SJ3,RTA INTERNATIONAL INC
SJ4,PEER BEARING COMPANY
SJ5,NWS INC
SJ6,ADIDAS AMERICA
SJ7,INTERNATIONAL IMPORTS INC
SJ8,RAVE ASSOCIATES
SJ9,INTRUDER INC
SK1,THE GEON COMPANY
SK2,KHAN NADIR
SK3,US TRADING & ASSOCIATES INC
SK4,HUSKY COMPUTERS INC
SK5,NOVO NORDISK BIOINDUSTRIALS INC
SK6,ALESIS STUDIO ELECTRONICS
SK8,THOMSON CONSUMER ELECTRONICS INC
SK9,G-J INC -STERLING DIST CO
SL1,ENERFAB INC
SL2,INTERNATIONAL BEARING AND AUTO PART
SL3,PCI INC
SL4,CCL CUSTOM MANUFACTURING INC
SL5,EBNER FURNANCES INC
SL6,RADIUS INC
SL7,BHP PETROLEUM AMERICAS REFINING IN
SL9,MAYATEX
SLT,SAMLIP TENNESSEE LLC
SM1,SEYMOUR HOUSEWARE CORPORATION
SM2,THE UNO-VEN COMPANY
SM3,ALVARO ACOSTA S
